bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	20698262	20749992	51731	0	0	20698262	0.480562911987
chr1	20749993	20803449	53457	0	0	20749993	0.48826159343
chr1	20803450	20859543	56094	2	2	20803450	0.48818055407
chr1	20859544	20917169	57626	2	1	20859544	0.484486169437
chr1	20917170	20976378	59209	1	1	20917170	0.48445337702
chr1	20976379	21033854	57476	2	3	20976379	0.520043148445
chr1	21033855	21088774	54920	2	2	21033855	0.492479970867
chr1	21088775	21148241	59467	1	1	21088775	0.433685909832
chr1	21148242	21206007	57766	0	0	21148242	0.391926046463
chr1	21206008	21260737	54730	0	0	21206008	0.376594189658
chr1	21260738	21314973	54236	0	0	21260738	0.375543919168
chr1	21314974	21369932	54959	0	0	21314974	0.39536745574
chr1	21369933	21428554	58622	0	0	21369933	0.390877145099
chr1	21428555	21485759	57205	0	0	21428555	0.397010750808
chr1	21485760	21548804	63045	1	1	21485760	0.466983900389
chr1	21548805	21605606	56802	0	1	21548805	0.512622794972
chr1	21605607	21660875	55269	0	1	21605607	0.520635437587
chr1	21660876	21722884	62009	0	1	21660876	0.493960554113
chr1	21722885	21805177	82293	1	4	21722885	0.450500042531
chr1	21805178	21868788	63611	1	1	21805178	0.494820078288
chr1	21868789	21924568	55780	1	0	21868789	0.536285406956
chr1	21924569	21977229	52661	0	2	21924569	0.564478456543
chr1	21977230	22031534	54305	1	4	21977230	0.48126323543
chr1	22031535	22087681	56147	0	0	22031535	0.403334105117
chr1	22087682	22151398	63717	2	3	22087682	0.48219470471
chr1	22151399	22206877	55479	0	2	22151399	0.568539447358
chr1	22206878	22261047	54170	0	2	22206878	0.546981724202
chr1	22261048	22345438	84391	2	0	22261048	0.505065706059
chr1	22345439	22407924	62486	2	2	22345439	0.455253976891
chr1	22407925	22461667	53743	1	2	22407925	0.475243287498
chr1	22461668	22515483	53816	0	1	22461668	0.528876170656
chr1	22515484	22569195	53712	0	0	22515484	0.499981382186
chr1	22569196	22620529	51334	0	1	22569196	0.534012545292
chr1	22620530	22674574	54045	0	1	22620530	0.478693681192
chr1	22674575	22727760	53186	0	0	22674575	0.482645809047
chr1	22727761	22783255	55495	1	1	22727761	0.445445535634
chr1	22783256	22835442	52187	0	0	22783256	0.406346408109
chr1	22835443	22887464	52022	0	0	22835443	0.51078389912
chr1	22887465	22938698	51234	1	4	22887465	0.55353866573
chr1	22938699	22991328	52630	3	1	22938699	0.52255367661
chr1	22991329	23045426	54098	1	2	22991329	0.506636104847
chr1	23045427	23098161	52735	0	0	23045427	0.51096994406
chr1	23098162	23149566	51405	0	1	23098162	0.525182375255
chr1	23149567	23202358	52792	1	0	23149567	0.510418245189
chr1	23202359	23255685	53327	0	0	23202359	0.519155399704
chr1	23255686	23314117	58432	0	1	23255686	0.468287924425
chr1	23314118	23374480	60363	2	1	23314118	0.41702698673
chr1	23374481	23426967	52487	1	0	23374481	0.411416160192
chr1	23426968	23483454	56487	0	0	23426968	0.417281852462
chr1	23483455	23542472	59018	1	1	23483455	0.473567386221
chr1	23542473	23603516	61044	0	1	23542473	0.469775899351
chr1	23603517	23658162	54646	1	0	23603517	0.379295831351
chr1	23658163	23717495	59333	3	2	23658163	0.460232922657
chr1	23717496	23773778	56283	1	2	23717496	0.497166106995
chr1	23773779	23833154	59376	1	1	23773779	0.487200215575
chr1	23833155	23889999	56845	1	4	23833155	0.504582636995
chr1	23890000	23946342	56343	0	2	23890000	0.490460216886
chr1	23946343	24008679	62337	1	0	23946343	0.480180310249
chr1	24008680	24073246	64567	2	2	24008680	0.468784363529
chr1	24073247	24130790	57544	4	3	24073247	0.48462046434
chr1	24130791	24194289	63499	1	1	24130791	0.457093812501
chr1	24412703	24465937	53235	1	0	24412703	0.519019442096
chr1	24465938	24521683	55746	1	1	24465938	0.482133247229
chr1	24521684	24578323	56640	1	0	24521684	0.477665960452
chr1	24578324	24635820	57497	0	0	24578324	0.456354244569
chr1	24635821	24687364	51544	2	1	24635821	0.50093124321
chr1	24687365	24740272	52908	0	1	24687365	0.430785514478
chr1	24740273	24794007	53735	1	1	24740273	0.451567879408
chr1	24794008	24851198	57191	1	1	24794008	0.447622877726
chr1	24851199	24907897	56699	1	1	24851199	0.459937565036
chr1	24907898	24967501	59604	0	0	24907898	0.44866116368
chr1	24967502	25026509	59008	1	1	24967502	0.439465835141
chr1	25026510	25089219	62710	1	1	25026510	0.482522723649
chr1	25089220	25150125	60906	0	0	25089220	0.411946277871
chr1	25150126	25207425	57300	0	1	25150126	0.45167539267
chr1	25207426	25259916	52491	1	3	25207426	0.525613914766
chr1	25259917	25310721	50805	0	0	25259917	0.519988190139
chr1	25310722	25362351	51630	0	0	25310722	0.532326166957
chr1	25362352	25416102	53751	0	0	25362352	0.508678908299
chr1	25416103	25470943	54841	0	0	25416103	0.481902226436
chr1	25470944	25526851	55908	0	0	25470944	0.457555269371
chr1	25705603	25788206	82604	1	1	25705603	0.445898503704
chr1	25788207	25849489	61283	0	0	25788207	0.436434247671
chr1	25849490	25901633	52144	1	1	25849490	0.537856704511
chr1	25901634	25960077	58444	1	2	25901634	0.48143522004
chr1	25960078	26014449	54372	0	0	25960078	0.461579489443
chr1	26014450	26068849	54400	0	0	26014450	0.483382352941
chr1	26068850	26121895	53046	0	1	26068850	0.525242242582
chr1	26121896	26175790	53895	4	1	26121896	0.500640133593
chr1	26175791	26232905	57115	3	3	26175791	0.486544690537
chr1	26232906	26292246	59341	1	1	26232906	0.465394920881
chr1	26292247	26348658	56412	1	1	26292247	0.476068921506
chr1	26348659	26403338	54680	2	2	26348659	0.519696415508
chr1	26403339	26461785	58447	1	1	26403339	0.444659263949
chr1	26461786	26519848	58063	4	3	26461786	0.518626319687
chr1	26519849	26579688	59840	1	2	26519849	0.468014705882
chr1	26579689	26635248	55560	2	2	26579689	0.511195104392
chr1	26635249	26693065	57817	3	3	26635249	0.523237110193
chr1	26693066	26753263	60198	1	1	26693066	0.473437655736
chr1	26753264	26814477	61214	2	2	26753264	0.461054660699
chr1	26814478	26875321	60844	1	2	26814478	0.507560318191
chr1	26875322	26937232	61911	1	0	26875322	0.485664906075
chr1	26937233	27005313	68081	0	1	26937233	0.446159721508
chr1	27005314	27061300	55987	1	1	27005314	0.452426456142
chr1	27061301	27117124	55824	1	1	27061301	0.469350100315
chr1	27117125	27180600	63476	1	2	27117125	0.499984246014
chr1	27180601	27240544	59944	4	4	27180601	0.503069531563
chr1	27240545	27301851	61307	2	2	27240545	0.492243952567
chr1	27301852	27362556	60705	2	3	27301852	0.510188617083
chr1	27362557	27426381	63825	1	0	27362557	0.500759890325
chr1	27426382	27480864	54483	0	0	27426382	0.524622359268
chr1	27480865	27549665	68801	0	2	27480865	0.456548596677
chr1	27549666	27612153	62488	1	1	27549666	0.444229292024
chr1	27612154	27670116	57963	3	1	27612154	0.508272518676
chr1	27670117	27726403	56287	4	6	27670117	0.561710519303
chr1	27726404	27785217	58814	1	0	27726404	0.450164926718
chr1	27785218	27848503	63286	0	1	27785218	0.470151376292
chr1	27848504	27900573	52070	1	3	27848504	0.56366429806
chr1	27900574	27953082	52509	1	3	27900574	0.544363823345
chr1	27953083	28012249	59167	1	4	27953083	0.498183108828
chr1	28012250	28073639	61390	1	1	28012250	0.443003746539
chr1	28073640	28132767	59128	1	1	28073640	0.422101204167
chr1	28132768	28196830	64063	2	1	28132768	0.463777843685
chr1	28196831	28257750	60920	2	2	28196831	0.472603414314
chr1	28257751	28314748	56998	3	2	28257751	0.48564861925
chr1	28314749	28371532	56784	0	0	28314749	0.395234573119
chr1	28371533	28430967	59435	1	1	28371533	0.392596954656
chr1	28430968	28491043	60076	1	0	28430968	0.468356748119
chr1	28491044	28552492	61449	1	0	28491044	0.458835782519
chr1	28552493	28612353	59861	2	4	28552493	0.474131738528
chr1	28612354	28678485	66132	1	1	28612354	0.455377124539
chr1	28678486	28744701	66216	1	1	28678486	0.438791228706
chr1	28744702	28805105	60404	0	0	28744702	0.42230646977
chr1	28805106	28868548	63443	2	2	28805106	0.477231530665
chr1	28868549	28937743	69195	8	3	28868549	0.485873256738
chr1	28937744	29006011	68268	2	1	28937744	0.470191011894
chr1	29006012	29071606	65595	1	1	29006012	0.455629240034
chr1	29071607	29132362	60756	0	1	29071607	0.455839752452
chr1	29132363	29192198	59836	1	2	29132363	0.498713149275
chr1	29192199	29251997	59799	1	2	29192199	0.48933928661
chr1	29251998	29310380	58383	0	0	29251998	0.40378192282
chr1	29310381	29368886	58506	0	0	29310381	0.396540525758
chr1	29368887	29428416	59530	0	0	29368887	0.401091886444
