bin.chrom	bin.start	bin.end	bin.length	gene.count	cgi.count	dist.telomere	gc.content
chr1	14980606	15303906	323301	0	2	15249494	0.485764040321565
chr1	15303907	15633594	329688	3	4	15576422	0.490084564800775
chr1	15633595	15983257	349663	8	7	15923419	0.478383472085924
chr1	15983258	16339681	356424	10	14	16282754	0.486723677417787
chr1	16339682	16695949	356268	9	11	16630303	0.516046908506946
chr1	16695950	17322923	626974	12	32	17257431	0.490143770604781
chr1	17322924	17653171	330248	5	5	17596821	0.494710036093943
chr1	17653172	17998481	345310	3	5	17946669	0.519391271611026
chr1	17998482	18314264	315783	1	2	18261423	0.49442180231357
chr1	18314265	18625925	311661	1	3	18574328	0.494662469798912
chr1	18625926	18942362	316437	1	3	18887271	0.48156189067652
chr1	18942363	19257199	314837	4	13	19204687	0.515927289359307
chr1	19257200	19577977	320778	2	3	19521834	0.467295138693967
chr1	19577978	19920720	342743	7	5	19857291	0.48473054154269
chr1	19920721	20257153	336433	8	6	20203237	0.470869385583388
chr1	20257154	20593918	336765	6	2	20539897	0.459154009472591
chr1	20593919	20917169	323251	6	5	20859544	0.490433130910616
chr1	20917170	21260737	343568	6	7	21206008	0.450164159642228
chr1	21260738	21605606	344869	1	2	21548805	0.424163957908654
chr1	21605607	21977229	371623	3	9	21924569	0.504796527663754
chr1	21977230	22345438	368209	5	11	22261048	0.49781509957676
chr1	22345439	22674574	329136	3	7	22620530	0.493987287929776
chr1	22674575	22991328	316754	5	6	22938699	0.486276416398791
chr1	22991329	23314117	322789	2	4	23255686	0.506042647054375
chr1	23314118	23658162	344045	5	3	23603517	0.429278146754005
chr1	23658163	24008679	350517	7	11	23946343	0.486330192258775
chr1	24008680	24465937	457258	12	9	24412703	0.471794916655096
chr1	24465938	24794007	328070	5	4	24740273	0.466510195994818
chr1	24794008	25150125	356118	4	4	25089220	0.448449671176482
chr1	25150126	25470943	320818	1	4	25416103	0.502287901551444
chr1	25470944	25901633	430690	7	9	25849490	0.461009078455396
chr1	25901634	26232905	331272	8	7	26175791	0.489516167982876
chr1	26232906	26579688	346783	10	10	26519849	0.481563398436387
chr1	26579689	26937232	357544	10	10	26875322	0.493161680800391
chr1	26937233	27301851	364619	9	11	27240545	0.477147378496499
chr1	27301852	27670116	368265	7	7	27612154	0.489174914803205
chr1	27670117	28012249	342133	8	17	27953083	0.512248160803106
chr1	28012250	28371532	359283	9	7	28314749	0.447502386698
chr1	28371533	28744701	373169	7	7	28678486	0.448102602306249
chr1	28744702	29132362	387661	13	8	29071607	0.461968059722118
chr1	29132363	29489650	357288	4	6	29428417	0.44777602382395
chr1	29489651	29819477	329827	2	6	29766824	0.489104894384037
chr1	29819478	30286125	466648	0	0	30231899	0.483359503661821
chr1	30286126	30599091	312966	0	0	30546876	0.479601618066913
chr1	30599092	30924455	325364	0	0	30866032	0.47287038516867
chr1	30924456	31252331	327876	3	5	31200734	0.489746123534333
chr1	31252332	31591439	339108	6	4	31527364	0.463035375160697
chr1	31591440	31944690	353251	5	5	31887834	0.467121112183671
chr1	31944691	32267225	322535	9	12	32216539	0.509563303207495
chr1	32267226	32629762	362537	4	5	32568262	0.450003723757836
chr1	32629763	32991709	361947	15	15	32929856	0.483501728153411
chr1	32991710	33358777	367068	9	9	33303227	0.46883138818957
chr1	33358778	33705952	347175	5	10	33646982	0.467841866494016
chr1	33705953	34026923	320971	5	8	33973318	0.464129158085993
chr1	34026924	34347190	320267	1	2	34290762	0.44905656842574
chr1	34347191	34666698	319508	1	2	34615425	0.458623884221863
chr1	34666699	34982440	315742	0	0	34929508	0.428907145707584
chr1	34982441	35307400	324960	4	4	35253438	0.457594780896103
chr1	35307401	35666357	358957	6	11	35601726	0.437810099816859
chr1	35666358	36010580	344223	2	1	35953938	0.40607687458418
chr1	36010581	36355143	344563	7	9	36297124	0.449285036408503
chr1	36355144	36703444	348301	7	9	36639250	0.452904240871984
chr1	36703445	37046020	342576	7	7	36992975	0.482973121292788
chr1	37046021	37357647	311627	1	0	37307303	0.491192996755633
chr1	37357648	37668726	311079	1	1	37616287	0.47781110264575
chr1	37668727	38005971	337245	3	3	37945799	0.471926937389586
chr1	38005972	38339642	333671	11	14	38282706	0.475777037860541
chr1	38339643	38684047	344405	5	6	38631254	0.485634645257599
chr1	38684048	39004240	320193	0	1	38951841	0.436096354386119
chr1	39004241	39331612	327372	3	5	39276534	0.448343169238631
chr1	39331613	39703957	372345	5	4	39644808	0.447968953524323
chr1	39703958	40057076	353119	5	4	39996945	0.440432262211822
chr1	40057077	40412484	355408	8	9	40353259	0.479153536217652
chr1	40412485	40763442	350958	6	7	40705209	0.426481231372437
chr1	40763443	41117598	354156	7	9	41061972	0.437685652650143
chr1	41117599	41449029	331431	7	11	41390102	0.476774954665945
chr1	41449030	41786657	337628	2	2	41734249	0.418644188278439
chr1	41786658	42099473	312816	2	6	42048054	0.512841414761415
chr1	42099474	42409255	309782	0	2	42358041	0.465685546610149
chr1	42409256	42746255	337000	3	2	42686835	0.411646884272969
chr1	42746256	43079513	333258	4	4	43022062	0.404743472024575
chr1	43079514	43418098	338585	9	11	43365034	0.446886306245121
chr1	43418099	43765669	347571	6	6	43709360	0.458056051857046
chr1	43765670	44089300	323631	9	12	44038211	0.504021555413685
chr1	44089301	44422090	332790	5	5	44367356	0.455773911475781
chr1	44422091	44749843	327753	8	7	44699045	0.47502234914712
chr1	44749844	45073418	323575	1	3	45019054	0.457488990187745
chr1	45073419	45425584	352166	14	13	45363764	0.478305685386917
chr1	45425585	45796202	370618	6	5	45730074	0.425111570403899
chr1	45796203	46156652	360450	11	8	46101454	0.440821195727601
chr1	46156653	46512666	356014	3	2	46456671	0.419093069373504
chr1	46512667	46873014	360348	8	7	46809309	0.458565053781473
chr1	46873015	47195721	322707	7	12	47141525	0.484938349648673
chr1	47195722	47657838	462117	7	1	47579122	0.418275025588679
chr1	47657839	47994213	336375	6	11	47942328	0.457248606466129
chr1	47994214	48304760	310547	1	4	48254449	0.483279503585448
chr1	48304761	48629587	324827	1	3	48566983	0.452508566098253
chr1	48629588	48983808	354221	2	1	48924579	0.397528661485436
chr1	48983809	49293914	310106	2	1	49240547	0.437995395122983
chr1	49293915	49622701	328787	0	1	49564586	0.394233956938793
chr1	49622702	49955027	332326	0	0	49900890	0.376512821747131
chr1	49955028	50308826	353799	0	0	50250261	0.370422188870011
chr1	50308827	50646721	337895	1	2	50593674	0.381967771053068
chr1	50646722	50969448	322727	2	8	50916402	0.433164873096834
chr1	50969449	51309536	340088	0	0	51255288	0.379345933993544
chr1	51309537	51660922	351386	2	3	51602706	0.391982036848473
chr1	51660923	52007359	346437	3	4	51951211	0.419611646561928
chr1	52007360	52339442	332083	3	1	52284281	0.400089736601784
chr1	52339443	52698077	358635	5	6	52632418	0.43113193079324
chr1	52698078	53039546	341469	4	4	52982168	0.408927311117456
chr1	53039547	53398114	358568	7	7	53341427	0.441804622833022
chr1	53398115	53730113	331999	6	6	53676330	0.450968225807968
chr1	53730114	54047232	317119	3	4	53996004	0.506447106606499
chr1	54047233	54371829	324597	3	3	54316008	0.460207580476472
chr1	54371830	54706190	334361	9	4	54649639	0.457864404042275
chr1	54706191	55047702	341512	1	9	54987639	0.501411370610674
chr1	55047703	55388883	341181	8	6	55324298	0.482371527136731
chr1	55388884	55715420	326537	4	4	55660725	0.432673785819013
chr1	55715421	56046205	330785	0	0	55990469	0.42636455703849
chr1	56046206	56365498	319293	0	0	56314060	0.399429364251698
chr1	56365499	56684440	318942	0	0	56633467	0.390039568322776
chr1	56684441	57008586	324146	1	1	56956967	0.418450327938726
chr1	57008587	57332260	323674	3	2	57280243	0.392691411729048
chr1	57332261	57642500	310240	2	0	57590726	0.416316400206163
chr1	57642501	57955876	313376	0	1	57902788	0.405911748187547
chr1	57955877	58278167	322291	0	0	58227023	0.400613110512074
chr1	58278168	58598981	320814	0	0	58540939	0.412815525507141
chr1	58598982	58928804	329823	0	1	58877659	0.418682141633766
chr1	58928805	59258805	330001	5	3	59205914	0.405935133529864
chr1	59258806	59575384	316579	0	4	59523120	0.429535755688236
chr1	59575385	59901008	325624	2	2	59850499	0.405123700955858
chr1	59901009	60244856	343848	0	0	60192853	0.406656429585166
chr1	60244857	60561123	316267	3	3	60509004	0.381867219785861
chr1	60561124	60887006	325883	0	0	60832351	0.374082109223092
chr1	60887007	61222121	335115	0	0	61168614	0.381627202602001
chr1	61222122	61548112	325991	1	4	61493204	0.413922470252004
chr1	61548113	61862001	313889	0	1	61809829	0.385381456502159
chr1	61862002	62190068	328067	1	1	62132217	0.406926024257185
chr1	62190069	62536178	346110	1	2	62480723	0.401155701944284
chr1	62536179	62885398	349220	2	2	62828564	0.448628371800045
chr1	62885399	63232519	347121	3	2	63163736	0.378239864485181
chr1	63232520	63552632	320113	1	0	63499680	0.395600928422177
chr1	63552633	63885371	332739	2	3	63828093	0.397735161793425
chr1	63885372	64215468	330097	4	1	64162149	0.398700987891383
chr1	64215469	64527283	311815	1	1	64475483	0.410243253210985
chr1	64527284	64863621	336338	1	0	64803965	0.408348149777897
chr1	64863622	65182796	319175	1	2	65129691	0.403549776768286
chr1	65182797	65508629	325833	2	3	65451428	0.410191723981203
chr1	65508630	65843188	334559	4	6	65791452	0.417495867694463
chr1	65843189	66191989	348801	2	2	66134043	0.383849243551209
chr1	66191990	66521362	329373	1	1	66466820	0.366900140570231
chr1	66521363	66847462	326100	0	0	66796136	0.38090156393761
chr1	66847463	67173311	325849	2	1	67120458	0.386933825176583
chr1	67173312	67500737	327426	5	3	67448402	0.367967113179573
chr1	67500738	67848218	347481	3	3	67792017	0.398614600510539
chr1	67848219	68183533	335315	3	2	68128925	0.426440809388012
chr1	68183534	68501919	318386	0	1	68445215	0.403258937264839
chr1	68501920	68828357	326438	3	5	68773247	0.407663936183963
chr1	68828358	69156252	327895	2	1	69099276	0.368743042742473
chr1	69156253	69497421	341169	0	0	69440614	0.379782453857097
chr1	69497422	69828444	331023	0	0	69774012	0.369880642734965
chr1	69828445	70152711	324267	0	1	70101072	0.358658142826975
chr1	70152712	70489289	336578	2	1	70433522	0.356886070984925
chr1	70489290	70811830	322541	3	2	70754837	0.362468647396598
chr1	70811831	71154054	342224	2	2	71100483	0.3882018794707
chr1	71154055	71480166	326112	1	0	71427370	0.378462000785135
chr1	71480167	71809157	328991	2	2	71754516	0.372529947627629
chr1	71809158	72127221	318064	1	0	72074067	0.359723200362133
chr1	72127222	72445964	318743	0	0	72394524	0.353698747894117
chr1	72445965	72755109	309145	0	1	72703812	0.338148765142446
chr1	72755110	73076957	321848	0	0	73025397	0.350948273719515
chr1	73076958	73398269	321312	0	0	73340656	0.351686211532778
chr1	73398270	73727035	328766	0	0	73672922	0.353959959363199
chr1	73727036	74048138	321103	0	0	73995669	0.344300738392186
chr1	74048139	74362123	313985	0	0	74310649	0.357568036689643
chr1	74362124	74687497	325374	3	1	74634362	0.347661460350246
chr1	74687498	75011040	323543	1	0	74957727	0.366844592527216
chr1	75011041	75325586	314546	3	0	75274143	0.370486351757988
chr1	75325587	75673345	347759	2	5	75616972	0.376065033543178
chr1	75673346	76011466	338121	0	0	75958608	0.371355224904532
chr1	76011467	76368556	357090	6	4	76312351	0.382724243187964
chr1	76368557	76690502	321946	2	1	76636180	0.392947885670424
chr1	76690503	77010941	320439	0	0	76958338	0.380144114792522
chr1	77010942	77325105	314164	0	0	77272874	0.381736927210002
chr1	77325106	77666012	340907	2	1	77610096	0.385207695940491
chr1	77666013	77986020	320008	1	2	77931976	0.385437239069295
chr1	77986021	78323563	337543	3	3	78264676	0.393158797545915
chr1	78323564	78667802	344239	4	4	78606012	0.38825350991605
chr1	78667803	79004978	337176	2	1	78953296	0.379970697795701
chr1	79004979	79329622	324644	2	0	79270945	0.363669126797247
chr1	79329623	79651197	321575	1	1	79595750	0.353370131384666
chr1	79651198	79972554	321357	0	0	79916880	0.358134411262248
chr1	79972555	80300724	328170	0	0	80249695	0.352701343815804
chr1	80300725	80638548	337824	0	0	80579932	0.35964289097286
chr1	80638549	80962285	323737	0	0	80909422	0.349450325418354
chr1	80962286	81285359	323074	0	0	81231292	0.348997443310168
chr1	81285360	81606139	320780	0	0	81554175	0.354311366045103
chr1	81606140	81922578	316439	0	0	81870361	0.369970199627845
chr1	81922579	82247716	325138	0	0	82192003	0.380921331865342
chr1	82247717	82563902	316186	1	1	82507084	0.357704009665128
chr1	82563903	82889953	326051	0	0	82837804	0.370831557026128
chr1	82889954	83204366	314413	0	0	83153169	0.356327505541848
chr1	83204367	83519312	314946	0	0	83464418	0.367583649260326
chr1	83519313	84067222	547910	0	0	84015591	0.36902410979912
chr1	84067223	84384116	316894	1	1	84329395	0.383727681811519
chr1	84384117	84708523	324407	1	2	84650596	0.359936746124487
chr1	84708524	85030221	321698	7	3	84975626	0.386197613910922
chr1	85030222	85346773	316552	3	4	85294411	0.407203239909869
chr1	85346774	85675107	328334	4	5	85620211	0.396456047804896
chr1	85675108	86001141	326034	3	3	85944665	0.398887846052783
chr1	86001142	86346707	345566	3	4	86282171	0.383411562480155
chr1	86346708	86688798	342091	0	1	86630937	0.368334741340879
chr1	86688799	87015597	326799	4	1	86960223	0.380683539423333
chr1	87015598	87375619	360022	3	2	87318224	0.389298431762378
chr1	87375620	87692870	317251	2	4	87642117	0.39314927297321
chr1	87692871	88022025	329155	1	3	87967742	0.402858835503047
chr1	88022026	88335759	313734	0	0	88284354	0.381721458305232
chr1	88335760	88645735	309976	0	0	88594178	0.376693679510773
chr1	88645736	88962870	317135	0	1	88911729	0.372693017169361
chr1	88962871	89290646	327776	1	1	89233921	0.373932197598643
chr1	89290647	89642225	351579	7	2	89583546	0.391115510312085
chr1	89642226	90001377	359152	5	1	89941147	0.393112108522159
chr1	90001378	90328194	326817	3	4	90275564	0.403274615457462
chr1	90328195	90662249	334055	2	1	90603106	0.393043061771188
chr1	90662250	90987705	325456	0	0	90934422	0.381621478786631
chr1	90987706	91308992	321287	1	9	91256608	0.396116244977359
chr1	91308993	91650721	341729	1	3	91593431	0.395696589987947
chr1	91650722	92017811	367090	2	5	91965891	0.387635184831938
chr1	92017812	92342750	324939	2	0	92285879	0.423796466413872
chr1	92342751	92685435	342685	5	5	92630771	0.399708186818744
chr1	92685436	93048450	363015	4	2	92986820	0.395914769362223
chr1	93048451	93406750	358300	4	2	93346917	0.390968462182429
chr1	93406751	93739485	332735	3	3	93681168	0.38814071257919
chr1	93739486	94080461	340976	5	2	94027763	0.398151189526588
chr1	94080462	94424749	344288	3	5	94361164	0.429654823868198
chr1	94424750	94744275	319526	2	2	94692262	0.42286386710303
chr1	94744276	95085419	341144	2	2	95027845	0.404213469971761
chr1	95085420	95407931	322512	3	2	95354208	0.426715905144663
chr1	95407932	95743458	335527	4	3	95689974	0.400331418932086
chr1	95743459	96064460	321002	1	0	96011551	0.386034977975327
chr1	96064461	96381244	316784	0	0	96328811	0.375091545027534
chr1	96381245	96705864	324620	0	0	96653642	0.366622512476027
chr1	96705865	97041403	335539	0	0	96988058	0.374996647185639
chr1	97041404	97382397	340994	1	1	97328435	0.370452266022283
chr1	97382398	97694473	312076	1	0	97643135	0.369695202450681
chr1	97694474	98024222	329749	0	0	97970643	0.356076894850365
chr1	98024223	98336042	311820	0	0	98284802	0.341267397857551
chr1	98336043	98647012	310970	1	3	98592694	0.353468180210128
chr1	98647013	98963143	316131	0	0	98912105	0.360863059933915
chr1	98963144	99294094	330951	1	1	99236989	0.36641980232714
chr1	99294095	99617995	323901	2	1	99561570	0.372357603094758
chr1	99617996	99952489	334494	1	1	99900137	0.367023025823939
chr1	99952490	100280075	327586	4	0	100220943	0.383627505448807
chr1	100280076	100612497	332422	5	4	100559237	0.38093447485433
chr1	100612498	100945306	332809	5	3	100893420	0.388760520298598
chr1	100945307	101284725	339419	2	1	101228295	0.382857176527965
chr1	101284726	101611237	326512	3	3	101557495	0.370353922673558
chr1	101611238	101937399	326162	1	2	101883213	0.397578503933495
chr1	101937400	102259168	321769	0	0	102205047	0.362060981636031
chr1	102259169	102573179	314011	2	0	102519070	0.354656365541303
chr1	102573180	102898325	325146	0	0	102844175	0.34023484834529
chr1	102898326	103232358	334033	0	0	103179480	0.35107010385235
chr1	103232359	103567435	335077	1	0	103512668	0.342198957254677
chr1	103567436	104107187	539752	2	1	104052633	0.350950833382407
chr1	104107188	104590361	483174	5	0	104535619	0.348493503375904
chr1	104590362	104919968	329607	1	0	104859779	0.355356530656467
chr1	104919969	105252409	332441	0	0	105192489	0.353560481408871
chr1	105252410	105588398	335989	0	0	105537474	0.3455380979735
chr1	105588399	105918385	329987	0	0	105865045	0.339413370829828
chr1	105918386	106238012	319627	0	0	106184463	0.342918464334989
chr1	106238013	106567780	329768	0	0	106515605	0.34796887508813
chr1	106567781	106895371	327591	0	1	106836337	0.350488871794503
chr1	106895372	107217824	322453	0	0	107162465	0.358145218062726
chr1	107217825	107533421	315597	0	0	107482660	0.356993254055248
chr1	107533422	107850558	317137	2	2	107798949	0.372375345670752
chr1	107850559	108162143	311585	1	1	108108071	0.385647576102742
chr1	108162144	108484751	322608	0	0	108432590	0.374308758617283
chr1	108484752	108993906	509155	3	5	108784359	0.396537400202298
chr1	108993907	109362093	368187	6	4	109307427	0.402675814192315
chr1	109362094	109713140	351047	9	7	109655826	0.426922890667041
chr1	109713141	110042672	329532	9	10	109988937	0.463557408688637
chr1	110042673	110397226	354554	12	8	110337877	0.46759308878196
chr1	110397227	110714622	317396	6	7	110663791	0.474779140253846
chr1	110714623	111034641	320019	7	5	110982160	0.4681409541308
chr1	111034642	111345528	310887	3	4	111293386	0.43905341812291
chr1	111345529	111689547	344019	4	2	111633008	0.379734840226782
chr1	111689548	112019432	329885	10	4	111967497	0.410794670870288
chr1	112019433	112343766	324334	6	4	112291384	0.418768923393611
chr1	112343767	112649433	305667	0	2	112598427	0.463075830887828
chr1	112649434	112996585	347152	1	1	112939622	0.423203668709964
chr1	112996586	113339391	342806	8	10	113276585	0.436955595876581
chr1	113339392	113719941	380550	3	4	113662112	0.439282617264583
chr1	113719942	114063299	343358	1	2	113997080	0.394238666348363
chr1	114063300	114404417	341118	3	2	114347331	0.379229474844601
chr1	114404418	114731543	327126	6	4	114676050	0.44312283340377
chr1	114731544	115065222	333679	1	1	115008910	0.409911921337652
chr1	115065223	115401585	336363	7	3	115348817	0.395067233911035
chr1	115401586	115739000	337415	2	1	115682645	0.390456855800638
chr1	115739001	116054118	315118	1	1	116001014	0.424507644755286
chr1	116054119	116382200	328082	3	3	116331029	0.420778951603582
chr1	116382201	116714538	332338	2	4	116659118	0.401690447676749
chr1	116714539	117027575	313037	2	2	116976094	0.426425630197147
chr1	117027576	117388462	360887	4	4	117333711	0.442188275000138
chr1	117388463	117714831	326369	6	4	117660409	0.427785727198233
chr1	117714832	118054840	340009	1	1	118000663	0.392369025525621
chr1	118054841	118383310	328470	1	1	118330197	0.428672329284139
chr1	118383311	118699503	316193	3	1	118648372	0.374454842453763
chr1	118699504	119028715	329212	0	1	118975093	0.377765695053575
chr1	119028716	119384855	356140	0	0	119327159	0.368964452181666
chr1	119384856	119724087	339232	2	9	119657155	0.409687175738079
chr1	119724088	120055254	331167	3	1	119996885	0.412269338430652
chr1	120055255	120402516	347262	7	4	120343708	0.430772730676053
chr1	120402517	121326396	923880	6	8	121241239	0.404252563738058
chr1	121326397	144931188	23604792	15	17	104382763	0.406479307691072
chr1	144931189	145520501	589313	11	14	103791870	0.419096473351096
chr1	145520502	146602575	1082074	14	27	102708596	0.427515383254663
chr1	146602576	146966921	364346	4	3	102341679	0.393005549670025
chr1	146966922	147288039	321118	3	2	102014244	0.427182531032346
chr1	147288040	149122964	1834925	9	44	100201577	0.413842390774258
chr1	149122965	150000805	877841	20	35	99306335	0.429487557218767
chr1	150000806	150360467	359662	10	9	98953077	0.432155746228288
chr1	150360468	150732293	371826	9	6	98579870	0.440781440781408
chr1	150732294	151100579	368286	12	7	98217517	0.446918970582614
chr1	151100580	151456055	355476	14	9	97852474	0.466312774983352
chr1	151456056	151798460	342405	11	6	97504727	0.455647551875637
chr1	151798461	152127164	328704	9	9	97177533	0.432684117017012
chr1	152127165	152489633	362469	6	4	96817782	0.412992559363668
chr1	152489634	152823416	333783	19	1	96485221	0.409993918204356
chr1	152823417	153160283	336867	13	0	96146428	0.40020839084885
chr1	153160284	153499297	339014	11	0	95807390	0.452031479525913
chr1	153499298	153850851	351554	16	9	95461002	0.482915853609982
chr1	153850852	154227030	376179	13	10	95083614	0.451795554775749
chr1	154227031	154579556	352526	9	9	94723615	0.477612998757521
chr1	154579557	154909536	329980	2	5	94397972	0.467382871689347
chr1	154909537	155261388	351852	29	28	94052669	0.531427986767119
chr1	155261389	155650520	389132	9	6	93678421	0.438624939609173
chr1	155650521	156034177	383657	14	9	93279802	0.464271471653106
chr1	156034178	156386306	352129	16	13	92921038	0.504465692970326
chr1	156386307	156716047	329741	14	15	92590322	0.511640954567426
chr1	156716048	157040419	324372	8	12	92266543	0.485408728250072
chr1	157040420	157387341	346922	3	2	91919592	0.444094061489322
chr1	157387342	157720718	333377	4	0	91584712	0.404401023466067
chr1	157720719	158041514	320796	3	2	91260990	0.428496614670972
chr1	158041515	158403734	362220	8	4	90903852	0.409436254210216
chr1	158403735	158720337	316603	9	0	90583017	0.363474130061999
chr1	158720338	159058461	338124	7	0	90247482	0.379975985141529
chr1	159058462	159394951	336490	4	2	89915213	0.39387203185832
chr1	159394952	159746756	351805	4	0	89567350	0.385776211253421
chr1	159746757	160059713	312957	12	9	89242046	0.474010806596604
chr1	160059714	160385849	326136	12	6	88922188	0.461007064537505
chr1	160385850	160728500	342651	5	1	88575753	0.413213444583561
chr1	160728501	161090055	361555	12	6	88215880	0.455432783393996
chr1	161090056	161478717	388662	16	12	87864354	0.474669507180957
chr1	161478718	161919762	441045	11	6	87383563	0.407910757405587
chr1	161919763	162235668	315906	2	3	87066678	0.431242204959909
chr1	162235669	162574154	338486	6	3	86732269	0.419896243862334
chr1	162574155	162919942	345788	3	2	86381708	0.401081009173352
chr1	162919943	163242287	322345	2	0	86064957	0.381771083776528
chr1	163242288	163556646	314359	1	2	85746716	0.377415629900961
chr1	163556647	163886209	329563	0	0	85415962	0.374244074729211
chr1	163886210	164223982	337773	0	0	85086087	0.368886796753922
chr1	164223983	164554910	330928	1	2	84751722	0.387528404970296
chr1	164554911	164865208	310298	0	0	84436928	0.418094863647231
chr1	164865209	165192166	326958	1	1	84109732	0.409752934627722
chr1	165192167	165501268	309102	2	4	83801860	0.430495435163816
chr1	165501269	165839769	338501	6	5	83464967	0.414675288994641
chr1	165839770	166168051	328282	3	2	83134310	0.436527132160757
chr1	166168052	166533288	365237	0	0	82774220	0.390283569298849
chr1	166533289	166867612	334324	3	3	82435789	0.39089027410541
chr1	166867613	167181708	314096	4	5	82123131	0.423396031786579
chr1	167181709	167503262	321554	2	3	81800239	0.409044826063327
chr1	167503263	167834705	331443	4	6	81472590	0.437453800502633
chr1	167834706	168167712	333007	4	4	81140673	0.396865531355186
chr1	168167713	168497931	330219	5	1	80805276	0.416880918420667
chr1	168497932	168830839	332908	4	0	80473223	0.394889879486366
chr1	168830840	169154203	323364	2	1	80149249	0.398829183211378
chr1	169154204	169497890	343687	4	2	79809020	0.367322592940492
chr1	169497891	169828692	330802	6	1	79476038	0.391802347023433
chr1	169828693	170166387	337695	4	2	79138575	0.36828795214622
chr1	170166388	170500088	333701	1	0	78804660	0.377220925319337
chr1	170500089	170830848	330760	2	2	78479591	0.386162171967652
chr1	170830849	171158017	327169	5	0	78144850	0.373935183345506
chr1	171158018	171505633	347616	4	1	77799260	0.405815612630139
chr1	171505634	171843825	338192	4	5	77459520	0.407732885461593
chr1	171843826	172176794	332969	3	0	77129867	0.375109995225045
chr1	172176795	172504340	327546	3	2	76798553	0.382010465705477
chr1	172504341	172830046	325706	1	0	76477705	0.385854113832579
chr1	172830047	173170288	340242	2	0	76137883	0.383174328860025
chr1	173170289	173515189	344901	4	1	75795405	0.398386783454002
chr1	173515190	173876953	361764	19	4	75429447	0.395238332172383
chr1	173876954	174232305	355352	2	2	75080732	0.397864652513436
chr1	174232306	174584593	352288	1	0	74733841	0.36752600145309
chr1	174584594	174940912	356319	0	0	74364586	0.388733129583401
chr1	174940913	175272159	331247	4	4	74037287	0.423227983951426
chr1	175272160	175585383	313224	1	1	73715901	0.434388808009733
chr1	175585384	175895116	309733	0	0	73407564	0.442432675885213
chr1	175895117	176239402	344286	2	1	73073685	0.370555294144717
chr1	176239403	176571538	332136	1	0	72731051	0.394257171760737
chr1	176571539	176886447	314909	1	0	72414856	0.397432274085428
chr1	176886448	177195043	308596	2	3	72108427	0.410964497271463
chr1	177195044	177517381	322338	0	0	71785954	0.403461583803104
chr1	177517382	177856999	339618	0	0	71446729	0.40401274372972
chr1	177857000	178186620	329621	4	2	71118917	0.404397778054077
chr1	178186621	178513099	326479	2	2	70790346	0.393676162938514
chr1	178513100	178854270	341171	2	1	70454199	0.396657394678753
chr1	178854271	179200159	345889	3	3	70108926	0.426697582172371
chr1	179200160	179563944	363785	4	5	69747015	0.405470264029413
chr1	179563945	179901781	337837	3	3	69405289	0.408415892871526
chr1	179901782	180224558	322777	4	3	69078595	0.423394479780085
